Source.Name,Name,Mobile Number,Review Count,Rating,Catagory,Address,Website,Email Id,PlusCode,Closing Hours,latitude,latitude_1,Instagram Profile,Facebook Profile,Linkedin Profile,Twitter Profile,Images Folder,Kecamatan,Kelurahan
PAWN SHOP ACEH,Pegadaian UPS Tualang Cut,6417436181.0,2 reviews,5.0,Pawn shop in Aceh,"Jl. Medan - B Aceh, Kejuruan Muda, Simpang Kanan, Kejuruan Muda, Aceh Tamiang Regency, Aceh 24477",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,42123421.0,980247005.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Kejuruan Muda,Simpang Kanan
PAWN SHOP ACEH,Pegadaian UPS Kampung Mulia,,3 reviews,4.0,Pawn shop in Banda Aceh,"Jl. Medan - Banda Aceh, Cot Mesjid, Kec. Lueng Bata, Kota Banda Aceh, Aceh 23122",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,55336758.0,953341414.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Lueng Bata,Cot Mesjid
PAWN SHOP ACEH,Pegadaian Syari'ah,,1 review,5.0,Pawn shop in Aceh,"9XR8+G25, Jl. Cut Meutia, Rimo, Kec. Gn. Meriah, Kabupaten Aceh Singkil, Aceh 24791",,,,Monday 8.00 am–5.00 pm Tuesday 8.00 am–5.00 pm Wednesday 8.00 am–5.00 pm Thursday 8.00 am–5.00 pm Friday 8.00 am–5.00 pm Saturday 8.00 am–5.00 pm Sunday Closed,2.3912661e+16,9796512470000000.0,,,,,,Gn. Meriah,Rimo
PAWN SHOP ACEH,Pegadaian UPS Gedong,64583154.0,1 review,5.0,Pawn shop in Aceh,"Jl. Medan - Banda Aceh, Keude Geudong, Kec. Samudera, Kabupaten Aceh Utara, Aceh 24374",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,51160647.0,972041962.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Samudera,Keude Geudong
PAWN SHOP ACEH,Pegadaian UPS Ajuen,8126923350.0,6 reviews,4.5,Pawn shop in Aceh,"Ajuen, Peukan Bada, Aceh Besar Regency, Aceh",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,55261179.0,9528473700000000.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Peukan Bada,Ajuen
PAWN SHOP ACEH,Pegadaian UPS Blangkolak,64322745.0,1 review,5.0,"Pawn shop in Takengon, Aceh","Merah Mersa, Lut Tawar, Central Aceh Regency, Aceh 24519",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,46223246.0,9684644020000000.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Lut Tawar,Merah Mersa
PAWN SHOP ACEH,Pegadaian Persero. PT,65122368.0,1 review,5.0,Pawn shop in Banda Aceh,"Jl. Imam Bonjol No.14, Kp. Baru, Kec. Baiturrahman, Kota Banda Aceh, Aceh 23116",,,,,5.552114e+16,953140275.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Baiturrahman,Kp. Baru
PAWN SHOP ACEH,Pegadaian UPS Punge,85239685538.0,5 reviews,4.0,Pawn shop in Banda Aceh,"Jl. Lintas Sumatra, Punge Jurong, Kec. Meuraxa, Kota Banda Aceh, Aceh 23231",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,55519584.0,953023934.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Meuraxa,Punge Jurong
PAWN SHOP ACEH,Kantor Cabang Pegadaian Banda Aceh,65123472.0,33 reviews,4.2,Pawn shop in Banda Aceh,"Jl. Imam Bonjol No.14, Kp. Baru, Kec. Baiturrahman, Kota Banda Aceh, Aceh 23242",,,,Monday 7.30 am–3.00 pm Tuesday 7.30 am–3.00 pm Wednesday 7.30 am–3.00 pm Thursday 7.30 am–3.00 pm Friday 7.30 am–3.00 pm Saturday 7.30 am–12.30 pm Sunday Closed,55523345.0,9531471290000000.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Baiturrahman,Kp. Baru
PAWN SHOP ACEH,Pegadaian UPS Lamteumen,81360012339.0,1 review,5.0,Pawn shop in Aceh,"Jl. Cut Nyak Dhien No.80, Lamteunmeun, Lambaro Kueh, Lhoknga, Aceh Besar Regency, Aceh 23236",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,5480003.0,952952227.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Lhoknga,Lambaro Kueh
PAWN SHOP ACEH,Pegadaian UPS Lamlagang,81368217111.0,8 reviews,3.5,Pawn shop in Banda Aceh,"Jl. T. Malikul Saleh Lamlagang, Geuceu Kompleks, Banda Raya, Banda Aceh City, Aceh 23239",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,55341662.0,953105442.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Banda Raya,Geuceu Kompleks
PAWN SHOP ACEH,Pegadaian UPS Seutui,81269180160.0,1 review,4.0,Pawn shop in Banda Aceh,"Jl. Seulawah, Kelurahan Seutui, Kec. Baiturrahman, Seutui, Baiturrahman, Banda Aceh City, Aceh 23614",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,55393135.0,953108154.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Baiturrahman,Seutui
PAWN SHOP ACEH,Pegadaian UPS Peunayong,8116171780.0,,,,"H85V+4PQ, Ie Masen Kaye Adang, Syiah Kuala, Banda Aceh City, Aceh 24415",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,55578455.0,953443712.0,,,,,,Syiah Kuala,Ie Masen Kaye Adang
PAWN SHOP ACEH,Pegadaian UPS Peunteut,87890739396.0,2 reviews,3.0,"Pawn shop in Lhokseumawe, Aceh","Jl. Medan - Banda Aceh, Keude Puenteute, Panggoi, Muara Dua, Lhokseumawe City, Aceh 24251",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,5.1918493e+16,971171585.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Muara Dua,Panggoi
PAWN SHOP ACEH,Pegadaian UPS Lampahan,82166689243.0,3 reviews,4.3,Pawn shop in Aceh,"Jl. Takengon - Bireun KM 74, Timah Gajah, Bujang, Lut Tawar, Central Aceh Regency, Aceh 24519",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,461324.0,9684671.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Lut Tawar,Bujang
PAWN SHOP ACEH,Pegadaian UPS Ulee Glee,85273220010.0,1 review,5.0,Pawn shop in Aceh,"Jl. Medan - Banda Aceh, Desa Muko Khutang, Bandar Dua, Hutan (Bandar Dua), Bandar Dua, Pidie Jaya Regency, Aceh 24251",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,50915766.0,9630134320000000.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Bandar Dua,Muko Khutang
PAWN SHOP ACEH,Pegadaian UPS Baktiya,64545303.0,1 review,1.0,"Pawn shop in Lhokseumawe, Aceh","Jl. Medan Banda Aceh, Kedai Baktya, Mns Mesjid, Muara Dua, Lhokseumawe City, Aceh 24351",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,51783299.0,971246259.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Muara Dua,Mns Mesjid
PAWN SHOP ACEH,Persero Pegadaian. PT,629522126.0,3 reviews,2.3,"Pawn shop in Kutacane, Aceh","Jl. Iskandar Muda No.15, Kota Kutacane, Kec. Babussalam, Kabupaten Aceh Tenggara, Aceh 24651",,,,,3.4835356e+16,978128986.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Babussalam,BABUSSALAM
PAWN SHOP ACEH,Pegadaian UPS Beureunuen,81368424138.0,1 review,5.0,Pawn shop in Aceh,"Jl. Medan - BNA, Sp. Lamlo Mutiara, Jamur Jelatang, Sigli, Aceh Tamiang Regency, Aceh 24352",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,4302796799999999.0,981229329.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Sigli,Jamur Jelatang
PAWN SHOP ACEH,Pegadaian UPS Lueng Putu,85261909663.0,2 reviews,5.0,Pawn shop in Aceh,"Jl. Medan Banda Aceh, Meunasah Keude, Kec. Bandar Baru, Kabupaten Pidie Jaya, Aceh 24171",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,52558248.0,96061994.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Bandar Baru,Meunasah Keude
PAWN SHOP ACEH,Pegadaian Syariah Unit Labuhan Haji Barat,,2 reviews,5.0,Pawn shop in Aceh,"Jl. Meulaboh - Tapaktuan, Peulokan, Kec. Labuhan H. Bar., Kabupaten Aceh Selatan, Aceh 23762",,,,Monday 8.00 am–3.30 pm Tuesday 8.00 am–3.30 pm Wednesday 8.00 am–3.30 pm Thursday 8.00 am–3.30 pm Friday 8.00 am–3.30 pm Saturday 8.00 am–12.30 pm Sunday Closed,35761528.0,9697526910000000.0,,,,,,Labuhan H. Bar,Peulokan
PAWN SHOP ACEH,Pegadaian Puntet,6457553186.0,2 reviews,1.0,Pawn shop in Aceh,"Punteuet, Sawang, North Aceh Regency, Aceh 24352",,,,,5181303.0,96939962.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Sawang,Punteuet
PAWN SHOP ACEH,Pegadaian Subulu Salam,61456747.0,7 reviews,4.6,Pawn shop in Aceh,"Jl. T. Umar No. 91, Kel. Subulussalam, Subulussalam, Simpang Kiri, Subulussalam City, Aceh 24782",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,26449927.0,980165205.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Simpang Kiri,Subulussalam
PAWN SHOP ACEH,Pegadaian UPS Lampineung,8116171780.0,1 review,5.0,Pawn shop in Banda Aceh,"H85V+4PQ, Ie Masen Kaye Adang, Syiah Kuala, Banda Aceh City, Aceh 24415",,,,Monday 8.00 am–3.30 pm Tuesday 8.00 am–3.30 pm Wednesday 8.00 am–3.30 pm Thursday 8.00 am–3.30 pm Friday 8.00 am–3.30 pm Saturday 8.00 am–1.00 pm Sunday Closed,5557833200000001.0,953443726.0,,,,,,Syiah Kuala,Ie Masen Kaye Adang
PAWN SHOP ACEH,Pegadaian Syariah Unit Calang,82167107546.0,3 reviews,5.0,Pawn shop in Aceh,"JHMJ+9QQ, Bahagia, Krueng Sabee, Aceh Jaya Regency, Aceh 23655",,,,Monday 8.00 am–3.30 pm Tuesday 8.00 am–3.30 pm Wednesday 8.00 am–3.30 pm Thursday 8.00 am–3.30 pm Friday 8.00 am–3.30 pm Saturday 8.00 am–12.30 pm Sunday Closed,4633464099999999.0,955819943.0,https://www.instagram.com/pegadaiansyariahpusat/,https://www.facebook.com/PegadaianSyariahPusat,,,,Krueng Sabee,Bahagia
PAWN SHOP ACEH,Pegadaian UPS Lhoksukon,85275433320.0,,,,"Jl. Panglateh, Keude Aceh, Kec. Banda Sakti, Kota Lhokseumawe, Aceh 24313",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,51768409.0,9714369650000000.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Banda Sakti,Keude Aceh
PAWN SHOP ACEH,Pegadaian UPS Samalanga,6447000230.0,3 reviews,3.0,Pawn shop in Aceh,"Jl. Simpang Matang, Desa Namploh Baro, Kec. Samalanga, Matang, Samalanga, Pidie Jaya Regency, Aceh 24264",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,5182885.0,963718081.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Samalanga,Namploh Baro
PAWN SHOP ACEH,Pegadaian UPS Rimo,61456747.0,,,,"Jl. Cut Mutia, Gunung Meriah, Rimo, Suka Makmur, Simpang Kiri, Subulussalam City, Aceh 24782",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,26822056.0,979701846.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Simpang Kiri,Suka Makmur
PAWN SHOP ACEH,Cabang Pegadaian Syariah (CPS),65321178.0,,,,"Jl. Perdagangan No.5, 24454, Kuta Barat, Sukakarya, Kota Sabang, Aceh 24411",,,,,46210629.0,9684973960000000.0,,,,,,Sukakarya,Kuta Barat
PAWN SHOP ACEH,Pegadaian Sigli,65321178.0,,,,"Jl. Perdagangan No.5, Alue Bu Tunong, Sigli, East Aceh Regency, Aceh 24454",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,58911758.0,953209354.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Sigli,Alue Bu Tunong
PAWN SHOP ACEH,Pegadaian UPS Meureudu,65351080.0,1 review,1.0,Pawn shop in Aceh,"Jl. Iskandar Muda No.6, Hutan (Meureudu), Kec. Meureudu, Kabupaten Pidie Jaya, Aceh 24186",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,48583305.0,978395151.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Meureudu,Hutan (Meureudu)
PAWN SHOP ACEH,Pegadaian Bierueun,6447000230.0,14 reviews,3.8,Pawn shop in Aceh,"JL. Husin Yusuf No.1-A, Simpang Jaya, Kec. Juli, Kabupaten Bireuen, Aceh 24251",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,5041716.0,976299612.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Juli,Simpang Jaya
PAWN SHOP ACEH,Pegadaian UPS Langsa Timur,64122954.0,6 reviews,3.7,"Pawn shop in Langsa, Aceh","Jl. H Agus Sallim No.03, Gampong Blang, Langsa Kota, Langsa City, Aceh 24412",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,4.9882841e+16,962800864.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Blang,Blang
PAWN SHOP ACEH,Pegadaian UPS Idi,64621076.0,3 reviews,3.7,Pawn shop in Aceh,"Jl. Iskandar Muda No. 16B, Kel. Gampong Jawa, Idi Rayeuk, Buket Juara, Idi Rayeuk, East Aceh Regency, Aceh 24315",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,44798767.0,97973561.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Idi Rayeuk,Jawa
PAWN SHOP ACEH,Pegadaian Syariah Meulaboh,,,,,"546J+CCF, Jl. Sisingamangaraja, Drien Rampak, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23616",,,,,55127171.0,953558893.0,,,,,,Johan Pahlawan,Drien Rampak
PAWN SHOP ACEH,Pegadaian UPS Panton Labu,64591005.0,2 reviews,3.0,Pawn shop in Aceh,"Jl. Pesantren Malikussaleh No. B/154, Kp. Rawang Itek, Panton Labu, Hutan, Lhokseumawe, North Aceh Regency, Aceh 24394",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,51086446.0,96663812.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Lhokseumawe,Hutan
PAWN SHOP ACEH,Pegadaian UPS Peukanpidie,65321178.0,1 review,5.0,Pawn shop in Aceh,"Jl. Gatot, Peuken Pide, Depan Sekolah SD.1, Gampong Baro, Pidie, Pidie Regency, Aceh 24116",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,44691024.0,979760941.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Pidie,Baro
PAWN SHOP ACEH,Pegadaian UPS Simpang Peut,81360364638.0,2 reviews,4.5,Pawn shop in Aceh,"Jl. Nasional Simpang Peut Kuala, Simpang Peut, Meulaboh, Nagan Raya Regency, Aceh 23661",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,3258189.0,9718228890000000.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Meulaboh,Simpang Peut
PAWN SHOP ACEH,Pegadaian Takengon,64321477.0,1 review,5.0,"Pawn shop in Takengon, Aceh","Jl. Lebe Kader No.418, Kute Baru, Kec. Linge, Kabupaten Aceh Tengah, Aceh 24515",,,,Monday 8.00 am–3.00 pm Tuesday 8.00 am–3.00 pm Wednesday 8.00 am–3.00 pm Thursday 8.00 am–3.00 pm Friday 8.00 am–3.00 pm Saturday 8.00 am–12.00 pm Sunday Closed,4963073.0,977540312.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Linge,Kute Baru
PAWN SHOP ACEH,Pegadaian. PT Persero,65021538.0,33 reviews,4.0,Pawn shop in Aceh,"F97J+93V, Ameria Bahagia, Simeulue Timur, Simeulue Regency, Aceh 24782",,,,Monday 8.00 am–3.30 pm Tuesday 8.00 am–3.30 pm Wednesday 8.00 am–3.30 pm Thursday 8.00 am–3.30 pm Friday 8.00 am–3.30 pm Saturday 8.00 am–12.30 pm Sunday Closed,41610673.0,9613103610000000.0,https://www.instagram.com/pegadaian_id/,https://www.facebook.com/PegadaianPersero,,,,Simeulue Timur,Ameria Bahagia
PAWN SHOP BALI,GADAI,8123679999.0,38 reviews,3.4,"Pawn shop in Denpasar, Bali","Jl. Raya Sesetan No.188, Sesetan, Denpasar Selatan, Kota Denpasar, Bali 80225",,,,Monday 9.00 am–11.00 pm Tuesday 9.00 am–11.00 pm Wednesday 9.00 am–11.00 pm Thursday 9.00 am–11.00 pm Friday 9.00 am–11.00 pm Saturday 9.00 am–11.00 pm Sunday Closed,-86960648.0,115218988.0,,,,,,Denpasar Selatan,Sesetan
